"","gene","CvDep","CvDep_diff","CvPTSD","CvPTSD_diff","CvPTSDDep","CvPTSDDep_diff","CTEvDep","CTEvDep_diff","CTEvPTSD","CTEvPTSD_diff","CTEvPTSDDep","CTEvPTSDDep_diff"
"671","PCYOX1","Over",0.0454,"Under",0.4836,"Over",0.1032,"Over",0.0434,"Under",0.4857,"Over",0.1012
"672","FKBP5","Over",0.1406,"Under",0.3301,"Over",0.208,"Under",0.0294,"Under",0.5001,"Over",0.038
"673","RPL15","Over",0.146,"Over",0.1495,"Over",0.0089,"Over",0.126,"Over",0.1295,"Under",0.0111
"674","LINC00667","Over",0.179,"Under",0.3585,"Over",0.1422,"Over",0.0355,"Under",0.502,"Under",0.0013
"675","RPS27","Over",0.3285,"Over",0.1796,"Over",0.1466,"Over",0.215,"Over",0.0661,"Over",0.0331
"676","LINC02591","Over",0.086,"Under",0.3276,"Over",0.1476,"Under",0.0081,"Under",0.4216,"Over",0.0536
"677","CCR6","Over",0.1426,"Under",0.36,"Over",0.2026,"Over",0.025,"Under",0.4776,"Over",0.085
"678","HMGB1","Under",0.2513,"Under",0.0075,"Under",0.1118,"Under",0.4327,"Under",0.189,"Under",0.2932
"679","NSA2","Over",0.1364,"Over",0.2701,"Over",0.1505,"Under",0.0072,"Over",0.1265,"Over",0.0069
"680","RPS29","Over",0.247,"Over",0.1689,"Over",0.1662,"Over",0.1961,"Over",0.1179,"Over",0.1153
"681","RPL10A","Over",0.1655,"Over",0.1924,"Over",0.0352,"Over",0.0511,"Over",0.078,"Under",0.0791
"682","LINC00957","Over",0.0208,"Under",0.4477,"Over",0.1159,"Over",0.0489,"Under",0.4197,"Over",0.1439
"683","RPS27","Over",0.3291,"Over",0.3764,"Over",0.1382,"Over",0.2465,"Over",0.2938,"Over",0.0556
"684","EIF4A2","Over",0.1999,"Over",0.0647,"Over",0.1932,"Over",0.1517,"Over",0.0165,"Over",0.145
"685","RPL26","Over",0.0773,"Over",0.2171,"Over",0.0596,"Over",0.0283,"Over",0.1681,"Over",0.0106
"686","RPS27","Over",0.253,"Over",0.1118,"Over",0.0676,"Over",0.1163,"Under",0.0249,"Under",0.069
"687","RPL26","Over",0.2013,"Over",0.1395,"Over",0.09,"Over",0.1013,"Over",0.0395,"Under",0.01
"688","RPL9","Over",0.2043,"Over",0.2149,"Over",0.097,"Over",0.1661,"Over",0.1767,"Over",0.0588
"689","RPL23AP64","Over",0.0653,"Over",0.2355,"Over",0.0382,"Under",0.0083,"Over",0.1619,"Under",0.0354
"690","VPS53","Under",0.0388,"Under",0.5052,"Over",0.0438,"Under",0.0352,"Under",0.5016,"Over",0.0474
"691","RPL21","Over",0.2966,"Over",0.4259,"Over",0.2503,"Over",0.2784,"Over",0.4078,"Over",0.2321
"692","RPL7","Over",0.1838,"Over",0.314,"Over",0.1784,"Over",0.1291,"Over",0.2592,"Over",0.1237
"693","RPL21","Over",0.1239,"Over",0.3699,"Over",0.2168,"Over",0.1898,"Over",0.4358,"Over",0.2827
"694","EEF1A1","Over",0.1665,"Over",0.3319,"Over",0.038,"Over",0.0702,"Over",0.2355,"Under",0.0583
"695","RPS18","Over",0.199,"Over",0.2101,"Over",0.09,"Over",0.0573,"Over",0.0684,"Under",0.0517
"696","RPL26","Over",0.2831,"Over",0.3431,"Over",0.1123,"Over",0.1845,"Over",0.2445,"Over",0.0137
"697","NSA2","Over",0.0864,"Over",0.282,"Over",0.0386,"Under",0.0659,"Over",0.1298,"Under",0.1136
"698","CAP1","Under",0.2589,"Under",0.2079,"Under",0.0925,"Under",0.1711,"Under",0.1201,"Under",0.0048
"699","RPL10","Over",0.1524,"Over",0.0956,"Under",0.0067,"Over",0.0853,"Over",0.0286,"Under",0.0737
"700","SNRPD2P2","Over",0.0824,"Under",0.1412,"Under",0.1923,"Over",0.0118,"Under",0.2118,"Under",0.2629
"701","LOC100507547","Over",0.1491,"Over",0.2167,"Over",0.0535,"Over",0.1826,"Over",0.2501,"Over",0.0869
"702","RPSAP9","Over",0.1473,"Over",0.1505,"Over",0.006,"Under",0.008,"Under",0.0048,"Under",0.1494
"703","RPS15A","Over",0.2678,"Over",0.2348,"Over",0.1409,"Over",0.1421,"Over",0.1091,"Over",0.0151
"704","ANKRD63","Over",0.0757,"Over",0.214,"Over",0.1181,"Over",0.0534,"Over",0.1917,"Over",0.0958
"705","RPL26","Over",0.1799,"Over",0.0923,"Over",0.0107,"Over",0.0779,"Under",0.0097,"Under",0.0912
"706","RPS15A","Over",0.2063,"Over",0.1243,"Over",0.0929,"Over",0.1184,"Over",0.0365,"Over",0.005
"707","NDUFB4","Over",0.0042,"Over",0.3036,"Under",0.0192,"Under",0.0782,"Over",0.2212,"Under",0.1015
"708","PCBP2","Under",0.0285,"Over",0.2595,"Under",0.0324,"Under",0.0561,"Over",0.2319,"Under",0.06
"709","RPL21","Over",0.1823,"Over",0.5765,"Over",0.2616,"Over",0.1334,"Over",0.5276,"Over",0.2128
"710","RPS12","Over",0.244,"Over",0.4356,"Over",0.2027,"Over",0.2597,"Over",0.4513,"Over",0.2184
"711","RAMP2-AS1","Under",0.0215,"Under",0.3698,"Over",0.1193,"Under",0.0745,"Under",0.4228,"Over",0.0662
"712","RPL6","Over",0.0382,"Over",0.2536,"Over",0.0556,"Under",0.0907,"Over",0.1246,"Under",0.0734
"713","RPS28","Over",0.1972,"Over",0.2917,"Over",0.0298,"Over",0.0917,"Over",0.1862,"Under",0.0757
"714","RPS15A","Over",0.0948,"Over",0.2177,"Over",0.0098,"Over",0.0709,"Over",0.1937,"Under",0.0141
"715","RPS10P7","Over",0.2765,"Over",0.2161,"Over",0.2797,"Over",0.0497,"Under",0.0107,"Over",0.053
"716","RPL22","Over",0.2131,"Over",0.1774,"Over",0.0356,"Over",0.109,"Over",0.0733,"Under",0.0685
"717","IDS","Over",0.078,"Under",0.5279,"Over",0.0434,"Under",0.0504,"Under",0.6562,"Under",0.085
"718","RPL23A","Over",0.1173,"Over",0.123,"Under",0.0196,"Over",0.0052,"Over",0.0109,"Under",0.1318
"719","RPS13","Over",0.2523,"Over",0.3524,"Under",0.0816,"Over",0.0957,"Over",0.1957,"Under",0.2382
"720","RPL15","Over",0.1592,"Over",0.1562,"Under",0.0058,"Over",0.0582,"Over",0.0553,"Under",0.1067
"721","RPL7","Over",0.268,"Over",0.403,"Over",0.2547,"Over",0.1495,"Over",0.2845,"Over",0.1362
"722","C21orf58","Over",0.1376,"Under",0.3606,"Over",0.1748,"Under",0.0295,"Under",0.5277,"Over",0.0077
"723","RAN","Under",0.0731,"Over",0.0433,"Under",0.1788,"Under",0.2457,"Under",0.1293,"Under",0.3513
"724","MIR1237","Over",0.0526,"Under",0.1323,"Under",0.2797,"Over",0.1291,"Under",0.0558,"Under",0.2032
"725","MIR877","Over",0.1805,"Over",0.0018,"Under",0.1781,"Over",0.0947,"Under",0.084,"Under",0.2639
"726","MIR1224","Over",0.0799,"Under",0.0336,"Under",0.1861,"Over",0.0514,"Under",0.0622,"Under",0.2147
